seed,round,agent_name,agent_role,agent_action,decision_source,decision_reason,decision_trace,strategy_state,strategy_update_reason,strategy_update_trace,forecast_demand,forecast_error_abs,forecast_error_sq,demand_true,demand_obs,trend_component,season_component,shock_component,noise_component,market_avg_price,market_total_sales,inventory_start,reputation_start,rep_delivery_start,rep_pricing_start,rep_cooperation_start,price,quantity,available_supply,attractiveness,demand_share,allocated_demand,shortage_pre_transfer,surplus_pre_transfer,transfer_in,transfer_out,transfer_cost,transfer_revenue,transfer_attempts,transfer_accepts,coop_probability,coop_accept_rate,segment_demand,segment_allocations,reallocated_in,reallocated_out,realized_sales,shortage_post_transfer,backlog_start,new_contract_demand,delivered_backlog,backlog_end,late_units,sla_queue_penalty,inventory_end,obsolescence_units,revenue,prod_cost,holding_cost,obsolescence_cost,sla_penalty,price_pressure_cost,menu_cost,profit,cum_profit,service_rate,help_ratio,dump_flag,default_flag,rep_delivery_end,rep_pricing_end,rep_cooperation_end,reputation_end
7,0,Hyperscaler,hyperscaler,forecast=190;price=4.60;quantity=80,llm-context,"forecast 184.0 + 6.0; price 4.60 + 0.00; quantity target 80.0; risk gate inventory target capped quantity; final forecast=190, price=4.60, quantity=80","{""source"":""llm-context"",""summary"":""forecast 184.0 + 6.0; price 4.60 + 0.00; quantity target 80.0; risk gate inventory target capped quantity; final forecast=190, price=4.60, quantity=80"",""forecast_base"":184.0,""forecast_adjustment"":6.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":80.0,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":190,""final_price"":4.6,""final_quantity"":80,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.65],[\""PremiumCloud\"",0.85],[\""SpotBroker\"",0.55]],\""own_invent""}",,,,190,11.0,121.0,179,184,180.0,2.9552020666133956,0.0,-4.094084615161607,5.2,179.0,30.0,0.65,0.65,0.65,0.65,4.6,80,110.0,-2.3899999999999997,0.553072625698324,99.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":80.55,""enterprise_sla"":62.65,""spot_workload"":35.800000000000004}","{""training_burst"":41.13691010923255,""enterprise_sla"":18.191036538850216,""spot_workload"":14.028492532423472}",25.643560819493764,0.0,99.0,0.0,0.0,18.458393041682093,0.0,0.0,0.0,0.0,9.35,1.65,455.4,288.0,0.935,0.4125,0.0,0.0,0.0,166.05249999999998,166.05249999999998,1.0,0.0,0,0,0.7375,0.7375,0.65,0.7200000000000001
7,0,PremiumCloud,premium,forecast=180;price=6.20;quantity=10,llm-context,"forecast 184.0 + -4.0; price 6.80 + -0.60; quantity target 40.0; risk gate inventory target capped quantity; final forecast=180, price=6.20, quantity=10","{""source"":""llm-context"",""summary"":""forecast 184.0 + -4.0; price 6.80 + -0.60; quantity target 40.0; risk gate inventory target capped quantity; final forecast=180, price=6.20, quantity=10"",""forecast_base"":184.0,""forecast_adjustment"":-4.0,""price_base"":6.8,""price_adjustment"":-0.5999999999999996,""quantity_target"":40.0,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":180,""final_price"":6.2,""final_quantity"":10,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.65],[\""PremiumCloud\"",0.85],[\""SpotBroker\"",0.55]],\""own_inventory\"":35.""}",,,,180,1.0,1.0,179,184,180.0,2.9552020666133956,0.0,-4.094084615161607,5.2,179.0,35.0,0.85,0.85,0.85,0.85,6.2,10,45.0,-3.0199999999999996,0.25139664804469275,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":80.55,""enterprise_sla"":62.65,""spot_workload"":35.800000000000004}","{""training_burst"":14.833761639743999,""enterprise_sla"":33.14622967602968,""spot_workload"":2.88230534894512}",0.0,5.862296664718798,45.0,0.0,0.0,26.487163688443914,0.0,0.0,0.0,0.0,0.0,0.0,279.0,34.5,0.0,0.0,0.0,0.0,0.015999999999999997,244.484,244.484,1.0,0.0,0,0,0.8875,0.8875,0.85,0.88
7,0,SpotBroker,spot,forecast=184;price=4.80;quantity=20,llm-context,"forecast 184.0 + 0.0; price 5.00 + -0.20; quantity target 20.0; risk gate none; final forecast=184, price=4.80, quantity=20","{""source"":""llm-context"",""summary"":""forecast 184.0 + 0.0; price 5.00 + -0.20; quantity target 20.0; risk gate none; final forecast=184, price=4.80, quantity=20"",""forecast_base"":184.0,""forecast_adjustment"":0.0,""price_base"":5.0,""price_adjustment"":-0.20000000000000018,""quantity_target"":20.0,""risk_gate_adjustment"":""none"",""final_forecast"":184,""final_price"":4.8,""final_quantity"":20,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.65],[\""PremiumCloud\"",0.85],[\""SpotBroker\"",0.55]],\""own_inventory\"":15.""}",,,,184,5.0,25.0,179,184,180.0,2.9552020666133956,0.0,-4.094084615161607,5.2,179.0,15.0,0.55,0.55,0.55,0.55,4.8,20,35.0,-2.5999999999999996,0.19553072625698323,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":80.55,""enterprise_sla"":62.65,""spot_workload"":35.800000000000004}","{""training_burst"":24.579328251023444,""enterprise_sla"":11.312733785120107,""spot_workload"":18.889202118631413}",0.0,19.781264154774966,35.0,0.0,0.0,11.886943269873996,0.0,0.0,0.0,0.0,0.0,0.0,168.0,73.6,0.0,0.0,0.0,0.0,0.0030000000000000157,94.397,94.397,1.0,0.0,0,0,0.6625000000000001,0.6625000000000001,0.55,0.64
7,1,Hyperscaler,hyperscaler,forecast=210;price=4.60;quantity=110,llm-context,"forecast 184.0 + 26.0; price 4.60 + 0.00; quantity target 110.0; risk gate none; final forecast=210, price=4.60, quantity=110","{""source"":""llm-context"",""summary"":""forecast 184.0 + 26.0; price 4.60 + 0.00; quantity target 110.0; risk gate none; final forecast=210, price=4.60, quantity=110"",""forecast_base"":184.0,""forecast_adjustment"":26.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":110.0,""risk_gate_adjustment"":""none"",""final_forecast"":210,""final_price"":4.6,""final_quantity"":110,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":1,\""observed_demand\"":197,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,4.8]],\""reputation_history\"":[[0.7200000000000001,0.88,0.64]],\""peer_reputations\"":[[\""Hyperscaler\"",0.720000000000""}",,,,210,10.0,100.0,200,197,180.6,24.42266712038229,0.0,-5.459876713352399,5.333333333333333,179.35,9.349999999999994,0.7200000000000001,0.7375,0.7375,0.65,4.6,110,119.35,-2.3059999999999996,0.59675,119.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":90.0,""enterprise_sla"":70.0,""spot_workload"":40.0}","{""training_burst"":50.085941553721696,""enterprise_sla"":21.878465482238646,""spot_workload"":19.406067883738377}",27.979525080301272,0.0,119.35,0.0,0.0,22.387746661238072,0.0,0.0,0.0,0.0,0.0,0.0,549.0099999999999,420.75,0.0,0.0,0.0,0.0,0.0,128.25999999999988,294.3124999999999,1.0,0.0,1,0,0.8031250000000001,0.5531250000000001,0.65,0.6975000000000001
7,1,PremiumCloud,premium,forecast=190;price=6.20;quantity=30,llm-context,"forecast 184.0 + 6.0; price 6.80 + -0.60; quantity target 30.0; risk gate none; final forecast=190, price=6.20, quantity=30","{""source"":""llm-context"",""summary"":""forecast 184.0 + 6.0; price 6.80 + -0.60; quantity target 30.0; risk gate none; final forecast=190, price=6.20, quantity=30"",""forecast_base"":184.0,""forecast_adjustment"":6.0,""price_base"":6.8,""price_adjustment"":-0.5999999999999996,""quantity_target"":30.0,""risk_gate_adjustment"":""none"",""final_forecast"":190,""final_price"":6.2,""final_quantity"":30,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":1,\""observed_demand\"":197,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,4.8]],\""reputation_history\"":[[0.7200000000000001,0.88,0.64]],\""peer_reputations\"":[[\""Hyperscaler\"",0.7200000000000001],[\""""}",,,,190,10.0,100.0,200,197,180.6,24.42266712038229,0.0,-5.459876713352399,5.333333333333333,179.35,0.0,0.88,0.8875,0.8875,0.85,6.2,30,30.0,-2.984,0.15,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":90.0,""enterprise_sla"":70.0,""spot_workload"":40.0}","{""training_burst"":17.18849665598602,""enterprise_sla"":35.605596898166056,""spot_workload"":3.8867984363163153}",0.0,26.680891990468396,30.0,0.0,0.0,28.61738726103896,0.0,0.0,0.0,0.0,0.0,0.0,186.0,106.5,0.0,0.0,0.0,0.0,0.0,79.5,323.98400000000004,1.0,0.0,0,0,0.9156249999999999,0.9156249999999999,0.85,0.9025
7,1,SpotBroker,spot,forecast=200;price=5.20;quantity=30,llm-context,"forecast 184.0 + 16.0; price 5.00 + 0.20; quantity target 30.0; risk gate none; final forecast=200, price=5.20, quantity=30","{""source"":""llm-context"",""summary"":""forecast 184.0 + 16.0; price 5.00 + 0.20; quantity target 30.0; risk gate none; final forecast=200, price=5.20, quantity=30"",""forecast_base"":184.0,""forecast_adjustment"":16.0,""price_base"":5.0,""price_adjustment"":0.20000000000000018,""quantity_target"":30.0,""risk_gate_adjustment"":""none"",""final_forecast"":200,""final_price"":5.2,""final_quantity"":30,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":1,\""observed_demand\"":197,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,4.8]],\""reputation_history\"":[[0.7200000000000001,0.88,0.64]],\""peer_reputations\"":[[\""Hyperscaler\"",0.7200000000000001],[\""""}",,,,200,0.0,0.0,200,197,180.6,24.42266712038229,0.0,-5.459876713352399,5.333333333333333,179.35,0.0,0.64,0.6625000000000001,0.6625000000000001,0.55,5.2,30,30.0,-2.772,0.2532500000000001,50.65000000000002,20.65000000000002,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":90.0,""enterprise_sla"":70.0,""spot_workload"":40.0}","{""training_burst"":22.725561790292282,""enterprise_sla"":12.515937619595299,""spot_workload"":16.70713367994531}",0.0,1.298633089832876,30.0,20.65000000000002,0.0,12.494866077722968,0.0,5.094155666435922,0.0,0.0,0.0,0.0,156.0,111.6,0.0,0.0,26.845000000000027,0.0,0.01200000000000001,17.542999999999978,111.93999999999998,0.5923000987166829,0.0,0,1,0.5199500246791708,0.7468750000000001,0.55,0.5940375123395855
7,2,Hyperscaler,hyperscaler,forecast=210;price=4.60;quantity=120,llm-context,"forecast 200.0 + 10.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=210, price=4.60, quantity=120","{""source"":""llm-context"",""summary"":""forecast 200.0 + 10.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=210, price=4.60, quantity=120"",""forecast_base"":200.0,""forecast_adjustment"":10.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":120.0,""risk_gate_adjustment"":""none"",""final_forecast"":210,""final_price"":4.6,""final_quantity"":120,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":2,\""observed_demand\"":193,\""observed_demand_history\"":[184,197],\""price_history\"":[[4.6,6.2,4.8],[4.6,6.2,5.2]],\""reputation_history\"":[[0.7200000000000001,0.88,0.64],[0.6975000000000001,0.9025,0.594""}",,,,210,15.0,225.0,195,193,181.2,30.95861279486398,0.0,-17.337235566172858,5.3999999999999995,189.90584433356406,0.0,0.6975000000000001,0.8031250000000001,0.5531250000000001,0.65,4.6,120,120.0,-2.3329999999999997,0.5897435897435898,115.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":87.75,""enterprise_sla"":68.25,""spot_workload"":39.0}","{""training_burst"":51.39222373265647,""enterprise_sla"":22.18075180550956,""spot_workload"":20.97588457504531}",20.45113988678866,0.0,115.0,0.0,0.0,22.823580456150083,0.0,0.0,0.0,0.0,4.25,0.75,529.0,468.0,0.42500000000000004,0.1875,0.0,0.0,0.0,60.3875,354.6999999999999,1.0,0.0,1,0,0.8523437500000001,0.41484375000000007,0.65,0.680625
7,2,PremiumCloud,premium,forecast=190;price=6.20;quantity=40,llm-context,"forecast 195.0 + -5.0; price 7.00 + -0.80; quantity target 40.0; risk gate none; final forecast=190, price=6.20, quantity=40","{""source"":""llm-context"",""summary"":""forecast 195.0 + -5.0; price 7.00 + -0.80; quantity target 40.0; risk gate none; final forecast=190, price=6.20, quantity=40"",""forecast_base"":195.0,""forecast_adjustment"":-5.0,""price_base"":7.0,""price_adjustment"":-0.7999999999999998,""quantity_target"":40.0,""risk_gate_adjustment"":""none"",""final_forecast"":190,""final_price"":6.2,""final_quantity"":40,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":2,\""observed_demand\"":193,\""observed_demand_history\"":[184,197],\""price_history\"":[[4.6,6.2,4.8],[4.6,6.2,5.2]],\""reputation_history\"":[[0.7200000000000001,0.88,0.64],[0.6975000000000001,0.9025,0.59403751233""}",,,,190,5.0,25.0,195,193,181.2,30.95861279486398,0.0,-17.337235566172858,5.3999999999999995,189.90584433356406,0.0,0.9025,0.9156249999999999,0.9156249999999999,0.85,6.2,40,40.0,-2.957,0.20512820512820512,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":87.75,""enterprise_sla"":68.25,""spot_workload"":39.0}","{""training_burst"":18.044877902043538,""enterprise_sla"":36.97436656453723,""spot_workload"":4.2631077977460805}",0.0,19.282352264326846,40.0,0.0,0.0,29.748418103494576,0.0,0.0,0.0,0.0,0.0,0.0,248.0,144.0,0.0,0.0,0.0,0.0,0.0,104.0,427.98400000000004,1.0,0.0,0,0,0.9367187499999999,0.9367187499999999,0.85,0.9193749999999999
7,2,SpotBroker,spot,forecast=190;price=5.40;quantity=40,llm-context,"forecast 203.0 + -13.0; price 5.20 + 0.20; quantity target 40.0; risk gate none; final forecast=190, price=5.40, quantity=40","{""source"":""llm-context"",""summary"":""forecast 203.0 + -13.0; price 5.20 + 0.20; quantity target 40.0; risk gate none; final forecast=190, price=5.40, quantity=40"",""forecast_base"":203.0,""forecast_adjustment"":-13.0,""price_base"":5.2,""price_adjustment"":0.20000000000000018,""quantity_target"":40.0,""risk_gate_adjustment"":""none"",""final_forecast"":190,""final_price"":5.4,""final_quantity"":40,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":2,\""observed_demand\"":193,\""observed_demand_history\"":[184,197],\""price_history\"":[[4.6,6.2,4.8],[4.6,6.2,5.2]],\""reputation_history\"":[[0.7200000000000001,0.88,0.64],[0.6975000000000001,0.9025,0.59403751233""}",,,,190,5.0,25.0,195,193,181.2,30.95861279486398,0.0,-17.337235566172858,5.3999999999999995,189.90584433356406,0.0,0.5940375123395855,0.5199500246791708,0.7468750000000001,0.55,5.4,40,40.0,-2.967154985192497,0.20512820512820512,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":87.75,""enterprise_sla"":68.25,""spot_workload"":39.0}","{""training_burst"":18.312898365299993,""enterprise_sla"":9.094881629953216,""spot_workload"":13.761007627208606}",0.0,1.1687876224618137,34.905844333564076,5.094155666435924,5.094155666435922,9.340501440355343,5.094155666435922,1.1895492084934771,0.0,0.0,0.0,0.0,216.0,150.4,0.0,0.0,6.6224023663667015,0.0,0.006000000000000005,58.971597633633294,170.91159763363328,0.872646108339102,0.0,0,1,0.4831240455941536,0.81015625,0.55,0.5946088977970768
7,3,Hyperscaler,hyperscaler,forecast=220;price=4.60;quantity=120,llm-context,"forecast 195.0 + 25.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=220, price=4.60, quantity=120","{""source"":""llm-context"",""summary"":""forecast 195.0 + 25.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=220, price=4.60, quantity=120"",""forecast_base"":195.0,""forecast_adjustment"":25.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":120.0,""risk_gate_adjustment"":""none"",""final_forecast"":220,""final_price"":4.6,""final_quantity"":120,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":3,\""observed_demand\"":215,\""observed_demand_history\"":[184,197,193],\""price_history\"":[[4.6,6.2,4.8],[4.6,6.2,5.2],[4.6,6.2,5.4]],\""reputation_history\"":[[0.7200000000000001,0.88,0.64],[0.69750000000""}",,,,220,9.0,81.0,211,215,181.8,18.853229164490156,0.0,9.988922091003346,5.466666666666666,203.06045079150653,4.25,0.680625,0.8523437500000001,0.41484375000000007,0.65,4.6,120,124.25,-2.3532499999999996,0.5872978706064139,123.91985069795334,0.0,0.3301493020466637,0.0,0.3301493020466637,0.0,1.5946211288853858,1,1,0.5343816421630907,1.0,"{""training_burst"":94.95,""enterprise_sla"":73.85,""spot_workload"":42.2}","{""training_burst"":57.23389854810986,""enterprise_sla"":24.18193591104529,""spot_workload"":24.476584370110128}",18.027431868688048,0.0,123.91985069795334,0.0,0.0,25.08367100660046,0.0,0.0,0.0,0.0,0.0,0.0,570.0313132105853,468.0,0.0,0.0,0.0,0.0,0.0,103.62593433947063,458.3259343394705,1.0,1.0,1,0,0.8892578125,0.3111328125,0.7375,0.6854687500000001
7,3,PremiumCloud,premium,forecast=200;price=6.20;quantity=40,llm-context,"forecast 193.0 + 7.0; price 7.00 + -0.80; quantity target 40.0; risk gate none; final forecast=200, price=6.20, quantity=40","{""source"":""llm-context"",""summary"":""forecast 193.0 + 7.0; price 7.00 + -0.80; quantity target 40.0; risk gate none; final forecast=200, price=6.20, quantity=40"",""forecast_base"":193.0,""forecast_adjustment"":7.0,""price_base"":7.0,""price_adjustment"":-0.7999999999999998,""quantity_target"":40.0,""risk_gate_adjustment"":""none"",""final_forecast"":200,""final_price"":6.2,""final_quantity"":40,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":3,\""observed_demand\"":215,\""observed_demand_history\"":[184,197,193],\""price_history\"":[[4.6,6.2,4.8],[4.6,6.2,5.2],[4.6,6.2,5.4]],\""reputation_history\"":[[0.7200000000000001,0.88,0.64],[0.6975000000000001,0.""}",,,,200,11.0,121.0,211,215,181.8,18.853229164490156,0.0,9.988922091003346,5.466666666666666,203.06045079150653,0.0,0.9193749999999999,0.9367187499999999,0.9367187499999999,0.85,6.2,40,40.0,-2.93675,0.22312866967794634,47.08014930204668,7.080149302046678,0.0,0.3301493020466637,0.0,1.5946211288853858,0.0,0,0,0.0,0.0,"{""training_burst"":94.95,""enterprise_sla"":73.85,""spot_workload"":42.2}","{""training_burst"":20.44375802425903,""enterprise_sla"":41.042409266904365,""spot_workload"":5.029450182809002}",0.0,19.43546817192572,40.330149302046664,6.750000000000014,0.0,33.077655261744624,0.0,4.742427038290434,0.0,0.0,0.0,0.0,250.04692567268933,144.0,0.0,0.0,10.125000000000021,0.0,0.0,94.3273045438039,522.311304543804,0.8566274725108703,0.0,0,1,0.7916959306277176,0.9525390625,0.85,0.8516096840638588
