seed,round,agent_name,agent_role,agent_action,decision_source,decision_reason,decision_trace,strategy_state,strategy_update_reason,strategy_update_trace,forecast_demand,forecast_error_abs,forecast_error_sq,demand_true,demand_obs,trend_component,season_component,shock_component,noise_component,market_avg_price,market_total_sales,inventory_start,reputation_start,rep_delivery_start,rep_pricing_start,rep_cooperation_start,price,quantity,available_supply,attractiveness,demand_share,allocated_demand,shortage_pre_transfer,surplus_pre_transfer,transfer_in,transfer_out,transfer_cost,transfer_revenue,transfer_attempts,transfer_accepts,coop_probability,coop_accept_rate,segment_demand,segment_allocations,reallocated_in,reallocated_out,realized_sales,shortage_post_transfer,backlog_start,new_contract_demand,delivered_backlog,backlog_end,late_units,sla_queue_penalty,inventory_end,obsolescence_units,revenue,prod_cost,holding_cost,obsolescence_cost,sla_penalty,price_pressure_cost,menu_cost,profit,cum_profit,service_rate,help_ratio,dump_flag,default_flag,rep_delivery_end,rep_pricing_end,rep_cooperation_end,reputation_end
7,0,Hyperscaler,hyperscaler,forecast=200;price=4.60;quantity=90,llm-context,"forecast 184.0 + 16.0; price 4.60 + 0.00; quantity target 90.0; risk gate inventory target capped quantity; final forecast=200, price=4.60, quantity=90","{""source"":""llm-context"",""summary"":""forecast 184.0 + 16.0; price 4.60 + 0.00; quantity target 90.0; risk gate inventory target capped quantity; final forecast=200, price=4.60, quantity=90"",""forecast_base"":184.0,""forecast_adjustment"":16.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":90.0,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":200,""final_price"":4.6,""final_quantity"":90,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\"",0.0]],\""own_inventory""}",,,,200,19.0,361.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.266666666666667,181.0,30.0,0.0,0.65,0.65,0.65,4.6,90,120.0,-3.17,0.6132596685082873,111.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":43.70914090609788,""enterprise_sla"":22.287206726925703,""spot_workload"":15.615481256812476}",29.38817111016394,0.0,111.0,0.0,0.0,21.86709319864469,0.0,0.0,0.0,0.0,7.65,1.3499999999999999,510.59999999999997,330.75,0.7650000000000001,0.33749999999999997,0.0,0.0,0.0,178.74749999999997,178.74749999999997,1.0,0.0,0,0,0.7375,0.7375,0.65,0.0
7,0,PremiumCloud,premium,forecast=180;price=6.20;quantity=0,llm-context,"forecast 184.0 + -4.0; price 6.20 + 0.00; quantity target 30.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=180, price=6.20, quantity=0","{""source"":""llm-context"",""summary"":""forecast 184.0 + -4.0; price 6.20 + 0.00; quantity target 30.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=180, price=6.20, quantity=0"",""forecast_base"":184.0,""forecast_adjustment"":-4.0,""price_base"":6.2,""price_adjustment"":0.0,""quantity_target"":30.0,""risk_gate_adjustment"":""sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity"",""final_forecast"":180,""final_price"":6.2,""final_quantity"":0,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\"",0.0]],\""own_inventory\"":35.0,\""""}",,,,180,1.0,1.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.266666666666667,181.0,35.0,0.0,0.85,0.85,0.85,6.2,0,35.0,-4.04,0.19337016574585636,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":12.522878536234987,""enterprise_sla"":24.38608845622387,""spot_workload"":2.8455683251450803}",0.0,4.754535317603938,35.0,0.0,0.0,19.684132612048653,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.015999999999999997,216.984,216.984,1.0,0.0,0,0,0.8875,0.8875,0.85,0.0
7,0,SpotBroker,spot,forecast=184;price=5.00;quantity=20,llm-context,"forecast 184.0 + 0.0; price 5.00 + -0.20; quantity target 20.0; risk gate low reputation fallback lifted price; final forecast=184, price=5.00, quantity=20","{""source"":""llm-context"",""summary"":""forecast 184.0 + 0.0; price 5.00 + -0.20; quantity target 20.0; risk gate low reputation fallback lifted price; final forecast=184, price=5.00, quantity=20"",""forecast_base"":184.0,""forecast_adjustment"":0.0,""price_base"":5.0,""price_adjustment"":-0.20000000000000018,""quantity_target"":20.0,""risk_gate_adjustment"":""low reputation fallback lifted price"",""final_forecast"":184,""final_price"":5.0,""final_quantity"":20,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\"",0.0]],\""own_inventory\"":15.0,\""""}",,,,184,3.0,9.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.266666666666667,181.0,15.0,0.0,0.55,0.55,0.55,5.0,20,35.0,-3.4,0.19337016574585636,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":25.21798055766714,""enterprise_sla"":16.676704816850418,""spot_workload"":17.738950418042442}",0.0,24.63363579256,35.0,0.0,0.0,15.91627418930665,0.0,0.0,0.0,0.0,0.0,0.0,175.0,73.6,0.0,0.0,0.0,0.0,0.0029999999999999892,101.397,101.397,1.0,0.0,0,0,0.6625000000000001,0.6625000000000001,0.55,0.0
7,1,Hyperscaler,hyperscaler,forecast=210;price=4.60;quantity=110,llm-context,"forecast 184.0 + 26.0; price 4.60 + 0.00; quantity target 110.0; risk gate none; final forecast=210, price=4.60, quantity=110","{""source"":""llm-context"",""summary"":""forecast 184.0 + 26.0; price 4.60 + 0.00; quantity target 110.0; risk gate none; final forecast=210, price=4.60, quantity=110"",""forecast_base"":184.0,""forecast_adjustment"":26.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":110.0,""risk_gate_adjustment"":""none"",""final_forecast"":210,""final_price"":4.6,""final_quantity"":110,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":1,\""observed_demand\"":195,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,5.0]],\""reputation_history\"":[[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""Spo""}",,,,210,13.0,169.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.3999999999999995,177.65,7.650000000000006,0.0,0.7375,0.7375,0.65,4.6,110,117.65,-3.17,0.5972081218274112,117.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":51.72354253813688,""enterprise_sla"":25.12129469719652,""spot_workload"":20.743872591079818}",20.061290173586784,0.0,117.65,0.0,0.0,25.050518906265072,0.0,0.0,0.0,0.0,0.0,0.0,541.1899999999999,420.75,0.0,0.0,0.0,0.0,0.0,120.43999999999994,299.1874999999999,1.0,0.0,1,0,0.8031250000000001,0.5531250000000001,0.65,0.0
7,1,PremiumCloud,premium,forecast=190;price=6.20;quantity=30,llm-context,"forecast 184.0 + 6.0; price 6.20 + 0.00; quantity target 40.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=190, price=6.20, quantity=30","{""source"":""llm-context"",""summary"":""forecast 184.0 + 6.0; price 6.20 + 0.00; quantity target 40.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=190, price=6.20, quantity=30"",""forecast_base"":184.0,""forecast_adjustment"":6.0,""price_base"":6.2,""price_adjustment"":0.0,""quantity_target"":40.0,""risk_gate_adjustment"":""sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity"",""final_forecast"":190,""final_price"":6.2,""final_quantity"":30,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":1,\""observed_demand\"":195,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,5.0]],\""reputation_history\"":[[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\""""}",,,,190,7.0,49.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.3999999999999995,177.65,0.0,0.0,0.8875,0.8875,0.85,6.2,30,30.0,-4.04,0.23394019974327823,46.08621934942581,16.08621934942581,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":14.819043047778298,""enterprise_sla"":27.487074631052504,""spot_workload"":3.780101670595012}",0.0,0.0,30.0,16.08621934942581,0.0,22.28621536159696,0.0,7.778918597271709,0.0,0.0,0.0,0.0,186.0,106.5,0.0,0.0,24.129329024138716,0.0,0.0,55.37067097586129,272.35467097586127,0.6509538083942173,0.0,0,1,0.7033634520985542,0.9156249999999999,0.85,0.0
7,1,SpotBroker,spot,forecast=205;price=5.40;quantity=30,llm-context,"forecast 184.0 + 21.0; price 5.00 + 0.40; quantity target 30.0; risk gate none; final forecast=205, price=5.40, quantity=30","{""source"":""llm-context"",""summary"":""forecast 184.0 + 21.0; price 5.00 + 0.40; quantity target 30.0; risk gate none; final forecast=205, price=5.40, quantity=30"",""forecast_base"":184.0,""forecast_adjustment"":21.0,""price_base"":5.0,""price_adjustment"":0.40000000000000036,""quantity_target"":30.0,""risk_gate_adjustment"":""none"",""final_forecast"":205,""final_price"":5.4,""final_quantity"":30,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":1,\""observed_demand\"":195,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,5.0]],\""reputation_history\"":[[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\""""}",,,,205,8.0,64.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.3999999999999995,177.65,0.0,0.0,0.6625000000000001,0.6625000000000001,0.55,5.4,30,30.0,-3.6799999999999997,0.16885167842931056,33.26378065057418,3.2637806505741835,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":22.107414414084825,""enterprise_sla"":16.341630671750963,""spot_workload"":14.876025738325179}",0.0,20.061290173586784,30.0,3.2637806505741835,0.0,15.210765732137963,0.0,1.4924522079576603,0.0,0.0,0.0,0.0,162.0,111.6,0.0,0.0,4.242914845746439,0.0,0.01200000000000001,46.145085154253564,147.54208515425358,0.9018818490640256,0.0,0,0,0.7223454622660065,0.7468750000000001,0.55,0.0
7,2,Hyperscaler,hyperscaler,forecast=210;price=4.60;quantity=120,llm-context,"forecast 198.0 + 12.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=210, price=4.60, quantity=120","{""source"":""llm-context"",""summary"":""forecast 198.0 + 12.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=210, price=4.60, quantity=120"",""forecast_base"":198.0,""forecast_adjustment"":12.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":120.0,""risk_gate_adjustment"":""none"",""final_forecast"":210,""final_price"":4.6,""final_quantity"":120,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":2,\""observed_demand\"":197,\""observed_demand_history\"":[184,195],\""price_history\"":[[4.6,6.2,5.0],[4.6,6.2,5.4]],\""reputation_history\"":[[0.0,0.0,0.0],[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\""""}",,,,210,12.0,144.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.599999999999999,190.72862919477063,0.0,0.0,0.8031250000000001,0.5531250000000001,0.65,4.6,120,120.0,-3.17,0.6060606060606061,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":56.38785781088566,""enterprise_sla"":27.094018875235353,""spot_workload"":23.50399458884761}",13.01412872503137,0.0,120.0,0.0,0.0,27.134499666957463,0.0,0.0,0.0,0.0,0.0,0.0,552.0,468.0,0.0,0.0,0.0,0.0,0.0,84.0,383.1874999999999,1.0,0.0,1,0,0.8523437500000001,0.41484375000000007,0.65,0.0
7,2,PremiumCloud,premium,forecast=195;price=6.60;quantity=50,llm-context,"forecast 193.0 + 2.0; price 6.60 + -0.40; quantity target 50.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; low reputation fallback lifted price; final forecast=195, price=6.60, quantity=50","{""source"":""llm-context"",""summary"":""forecast 193.0 + 2.0; price 6.60 + -0.40; quantity target 50.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; low reputation fallback lifted price; final forecast=195, price=6.60, quantity=50"",""forecast_base"":193.0,""forecast_adjustment"":2.0,""price_base"":6.6,""price_adjustment"":-0.39999999999999947,""quantity_target"":50.0,""risk_gate_adjustment"":""sla_guard reduced quantity under SLA/reputation pressure; low reputation fallback lifted price"",""final_forecast"":195,""final_price"":6.6,""final_quantity"":50,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":2,\""observed_demand\"":197,\""observed_demand_history\"":[184,195],\""price_history\"":[[4.6,6.2,5.0],[4.6,6.2,5.4]],\""reputation_history\"":[[0.0,0.0,0.0],[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""""}",,,,195,3.0,9.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.599999999999999,190.72862919477063,0.0,0.0,0.7033634520985542,0.9156249999999999,0.85,6.6,50,50.0,-4.319999999999999,0.21344264661094042,42.2616440289662,0.0,7.738355971033798,0.0,5.738355971033826,0.0,39.766806879264415,1,1,0.39666233827948183,1.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":11.96820856879097,""enterprise_sla"":25.772627982101607,""spot_workload"":2.7038329818584694}",1.816974496215152,0.0,36.48272543169446,5.7789185972717405,7.778918597271709,20.661483492548225,7.778918597271709,2.8252812673466354,0.0,0.0,0.0,0.0,292.1268505911767,182.5,0.0,0.0,8.66837789590761,0.0,0.00799999999999999,140.71727957453353,413.07195055039483,0.8632585473174953,0.7415471700337425,0,1,0.6183372259032895,0.9367187499999999,0.8875,0.0
7,2,SpotBroker,spot,forecast=200;price=5.60;quantity=30,llm-context,"forecast 200.0 + 0.0; price 5.40 + 0.20; quantity target 30.0; risk gate none; final forecast=200, price=5.60, quantity=30","{""source"":""llm-context"",""summary"":""forecast 200.0 + 0.0; price 5.40 + 0.20; quantity target 30.0; risk gate none; final forecast=200, price=5.60, quantity=30"",""forecast_base"":200.0,""forecast_adjustment"":0.0,""price_base"":5.4,""price_adjustment"":0.1999999999999993,""quantity_target"":30.0,""risk_gate_adjustment"":""none"",""final_forecast"":200,""final_price"":5.6,""final_quantity"":30,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":2,\""observed_demand\"":197,\""observed_demand_history\"":[184,195],\""price_history\"":[[4.6,6.2,5.0],[4.6,6.2,5.4]],\""reputation_history\"":[[0.0,0.0,0.0],[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""""}",,,,200,2.0,4.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.599999999999999,190.72862919477063,0.0,0.0,0.7223454622660065,0.7468750000000001,0.55,5.6,30,30.0,-3.8199999999999994,0.18049674732845367,35.738355971033826,5.738355971033826,0.0,5.738355971033826,0.0,39.766806879264415,0.0,0,0,0.0,0.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":20.743933620323386,""enterprise_sla"":16.43335314266304,""spot_workload"":13.39217242929392}",0.0,14.831103221246522,34.245903763076164,1.4924522079576619,1.4924522079576603,15.069016840494315,1.4924522079576603,0.6292899279859167,0.0,0.0,0.0,0.0,200.13479343778943,111.6,0.0,0.0,1.9401878703449604,0.0,0.0059999999999999784,46.82179868818007,194.36388384243367,0.9582394833951706,0.0,0,0,0.7813189675482974,0.81015625,0.55,0.0
7,3,Hyperscaler,hyperscaler,forecast=215;price=4.60;quantity=120,llm-context,"forecast 198.0 + 17.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=215, price=4.60, quantity=120","{""source"":""llm-context"",""summary"":""forecast 198.0 + 17.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=215, price=4.60, quantity=120"",""forecast_base"":198.0,""forecast_adjustment"":17.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":120.0,""risk_gate_adjustment"":""none"",""final_forecast"":215,""final_price"":4.6,""final_quantity"":120,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":3,\""observed_demand\"":204,\""observed_demand_history\"":[184,195,197],\""price_history\"":[[4.6,6.2,5.0],[4.6,6.2,5.4],[4.6,6.6,5.6]],\""reputation_history\"":[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]],\""p""}",,,,215,13.0,169.0,202,204,181.8,15.816042990667249,0.0,4.370153414813965,5.666666666666667,186.54542880466744,0.0,0.0,0.8523437500000001,0.41484375000000007,0.65,4.6,120,120.0,-3.17,0.594059405940594,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":90.9,""enterprise_sla"":70.69999999999999,""spot_workload"":40.400000000000006}","{""training_burst"":59.45510307689973,""enterprise_sla"":28.091730757638977,""spot_workload"":25.76943500544987}",6.683731160011419,0.0,120.0,0.0,0.0,28.302780126191703,0.0,0.0,0.0,0.0,0.0,0.0,552.0,468.0,0.0,0.0,0.0,0.0,0.0,84.0,467.1874999999999,1.0,0.0,1,0,0.8892578125,0.3111328125,0.65,0.0
